InventoryID,ProductID,BatchNo,StockLevel,ReorderLevel,ManufacturingDate,ExpiryDate,PlantLocation,WarehouseType,UnitCost
I005391,P09466,B01191,677,107,2023-01-10,2025-01-10,Ahmedabad,Secondary,7.76
I005392,P06540,B01103,275,144,2023-12-21,2025-12-20,Pune,Secondary,4.23
I005393,P06305,B02094,600,62,2023-03-28,2025-11-16,Bangalore,Secondary,4.12
I005394,P03525,B02831,972,112,2023-11-23,2026-07-12,Mumbai,Transit,2.22
I005395,P00073,B02688,857,198,2023-11-23,2026-08-23,Chennai,Main,3.17
I005396,P01798,B00581,594,111,2023-08-06,2024-12-11,Ahmedabad,Main,4.37
I005397,P02350,B03254,612,175,2023-06-24,2025-12-15,Bangalore,Transit,2.34
I005398,P07800,B02262,376,104,2023-06-06,2025-02-04,Mumbai,Main,3.87
I005399,P05709,B00841,852,161,2023-05-09,2025-05-27,Bangalore,Main,5.47
I005400,P04052,B04171,697,159,2023-11-28,2025-01-10,Chennai,Secondary,6.66
I005401,P09041,B04740,817,125,2023-04-11,2025-02-12,Pune,Secondary,9.64
I005402,P01965,B01674,678,172,2023-02-27,2024-10-24,Hyderabad,Main,1.45
I005403,P09871,B02506,535,145,2023-08-13,2024-11-17,Pune,Transit,1.67
I005404,P02698,B04264,929,77,2023-02-16,2025-08-16,Hyderabad,Secondary,3.56
I005405,P02622,B03797,401,129,2023-05-02,2024-08-26,Ahmedabad,Secondary,3.85
I005406,P04505,B01062,625,90,2023-09-25,2026-01-23,Delhi,Main,7.05
I005407,P08131,B01137,835,65,2023-12-16,2026-03-17,Pune,Secondary,6.25
I005408,P09095,B02326,301,139,2023-01-11,2025-01-27,Hyderabad,Transit,5.18
I005409,P05232,B04850,378,65,2023-04-29,2026-02-15,Bangalore,Secondary,9.33
I005410,P04407,B04652,772,153,2023-10-10,2025-01-25,Ahmedabad,Main,4.17
I005411,P01450,B01365,850,150,2023-02-24,2024-05-21,Delhi,Transit,2.98
I005412,P06664,B00198,642,74,2023-11-27,2026-02-23,Pune,Transit,3.19
I005413,P09779,B03994,268,115,2023-05-01,2024-11-22,Chennai,Secondary,1.88
I005414,P08776,B04568,627,64,2023-04-13,2025-04-15,Kolkata,Transit,7.29
I005415,P05220,B01285,214,107,2023-12-29,2026-03-08,Ahmedabad,Main,0.46
I005416,P05852,B03594,869,149,2023-08-12,2025-05-09,Bangalore,Secondary,1.09
I005417,P07622,B03777,686,153,2023-10-02,2025-05-31,Pune,Transit,4.14
I005418,P08334,B00098,560,114,2023-09-22,2026-05-06,Pune,Secondary,9.19
I005419,P04831,B01692,49,192,2023-07-16,2025-07-02,Ahmedabad,Transit,9.15
I005420,P04787,B02553,365,120,2023-02-07,2024-08-16,Hyderabad,Main,2.91
I005421,P09936,B01661,507,100,2023-07-28,2025-06-24,Hyderabad,Secondary,7.88
I005422,P04558,B03356,500,185,2023-01-18,2025-05-11,Delhi,Secondary,6.48
I005423,P03488,B00495,848,138,2023-06-06,2026-05-29,Chennai,Main,3.3
I005424,P02633,B03392,12,112,2023-12-07,2025-03-01,Mumbai,Secondary,3.87
I005425,P02748,B04328,335,75,2023-08-04,2025-01-24,Kolkata,Main,6.77
I005426,P09987,B03342,664,124,2023-05-19,2025-04-25,Kolkata,Secondary,7.46
I005427,P05240,B00188,856,174,2023-09-03,2025-08-27,Chennai,Transit,3.44
I005428,P02899,B04425,707,102,2023-08-17,2025-03-11,Pune,Transit,9.58
I005429,P00261,B04430,116,57,2023-01-17,2025-01-09,Hyderabad,Secondary,6.97
I005430,P05394,B04166,137,197,2023-07-03,2025-07-13,Delhi,Main,1.41
I005431,P05699,B03295,647,171,2023-06-19,2025-12-31,Hyderabad,Main,5.92
I005432,P06873,B04704,363,68,2023-06-18,2025-08-17,Delhi,Transit,6.6
I005433,P02988,B03800,450,172,2023-01-08,2024-08-12,Kolkata,Main,3.75
I005434,P01119,B01142,968,88,2023-06-12,2025-12-10,Delhi,Transit,4.48
I005435,P06539,B04852,685,161,2023-05-20,2024-10-15,Ahmedabad,Transit,3.99
I005436,P09455,B03582,39,67,2023-08-01,2025-06-26,Kolkata,Main,4.23
I005437,P06709,B03238,908,67,2023-05-03,2024-08-01,Mumbai,Transit,4.84
I005438,P00128,B02927,527,75,2023-12-10,2026-11-23,Ahmedabad,Main,4.31
I005439,P02962,B04201,971,85,2023-10-31,2026-01-16,Pune,Secondary,2.96
I005440,P06680,B04764,556,152,2023-07-22,2025-01-18,Hyderabad,Transit,8.89
I005441,P04029,B00361,398,116,2023-11-23,2025-03-04,Chennai,Main,7.87
I005442,P08323,B03186,908,99,2023-09-08,2024-12-29,Hyderabad,Transit,4.04
I005443,P00900,B00866,553,157,2023-12-14,2026-10-21,Ahmedabad,Secondary,2.08
I005444,P00511,B03794,902,67,2023-09-12,2025-10-13,Chennai,Main,5.18
I005445,P06753,B04757,894,136,2023-06-11,2025-03-03,Mumbai,Secondary,3.67
I005446,P09127,B00072,412,79,2023-02-08,2025-04-10,Chennai,Transit,6.91
I005447,P09975,B00867,642,112,2023-05-04,2025-07-26,Bangalore,Secondary,4.86
I005448,P00710,B02676,508,106,2023-02-28,2024-03-08,Kolkata,Secondary,1.41
I005449,P02171,B03156,657,198,2023-09-11,2025-08-10,Mumbai,Main,1.38
I005450,P04307,B00346,8,176,2023-11-04,2026-07-30,Bangalore,Transit,3.75
I005451,P05834,B04664,158,140,2023-01-06,2025-03-01,Bangalore,Transit,2.34
I005452,P02372,B02854,480,195,2023-09-15,2026-03-10,Kolkata,Main,7.17
I005453,P04971,B03178,784,135,2023-03-04,2025-10-12,Delhi,Main,3.92
I005454,P09202,B02189,332,130,2023-07-03,2026-01-19,Bangalore,Transit,4.74
I005455,P09786,B02657,893,94,2023-05-10,2024-07-06,Delhi,Secondary,9.48
I005456,P05826,B03278,936,97,2023-05-19,2026-05-03,Hyderabad,Main,5.75
I005457,P01096,B04194,63,128,2023-02-27,2025-03-10,Mumbai,Transit,5.37
I005458,P02725,B00890,430,75,2023-04-05,2025-11-06,Hyderabad,Transit,9.31
I005459,P08144,B02282,839,194,2023-02-02,2025-03-22,Kolkata,Transit,8.79
I005460,P06242,B01039,274,148,2023-07-01,2026-04-12,Delhi,Transit,3.34
I005461,P06334,B00394,549,146,2023-03-29,2025-02-19,Kolkata,Main,1.64
I005462,P06064,B00601,952,101,2023-03-14,2025-04-18,Kolkata,Secondary,5.5
I005463,P03743,B04677,23,154,2023-09-07,2025-02-24,Hyderabad,Main,8.41
I005464,P03323,B02158,247,74,2023-12-11,2025-10-12,Bangalore,Transit,6.25
I005465,P04015,B03647,319,58,2023-04-26,2024-10-08,Mumbai,Transit,3.37
I005466,P01181,B04823,491,54,2023-07-13,2025-08-27,Mumbai,Main,8.62
I005467,P02249,B00878,871,151,2023-05-24,2026-04-17,Delhi,Main,5.7
I005468,P01930,B01505,191,191,2024-01-01,2025-01-03,Delhi,Main,3.9
I005469,P06719,B01504,674,59,2023-01-14,2024-05-26,Ahmedabad,Transit,1.84
I005470,P06102,B04118,211,60,2023-04-24,2025-07-12,Delhi,Transit,2.14
I005471,P08130,B03322,243,90,2023-12-06,2026-08-24,Chennai,Secondary,9.53
I005472,P07808,B03928,829,97,2023-06-11,2025-05-01,Pune,Transit,2.09
I005473,P09336,B00300,681,109,2023-12-04,2026-01-04,Bangalore,Main,8.17
I005474,P06240,B04650,861,110,2023-12-05,2025-03-01,Mumbai,Secondary,7.28
I005475,P06021,B02247,350,57,2023-07-10,2025-04-02,Bangalore,Main,0.8
I005476,P05235,B00003,139,129,2023-03-15,2024-04-03,Kolkata,Transit,8.44
I005477,P09862,B01465,171,141,2023-08-25,2026-01-24,Mumbai,Secondary,8.7
I005478,P09770,B02258,456,91,2023-05-30,2025-02-03,Bangalore,Main,9.02
I005479,P02001,B00323,631,91,2023-03-20,2025-06-05,Ahmedabad,Transit,1.58
I005480,P02832,B03394,156,63,2023-02-23,2024-02-23,Bangalore,Main,8.23
I005481,P05076,B04200,954,177,2023-06-04,2025-12-30,Chennai,Transit,9.67
I005482,P05948,B02021,267,56,2023-11-02,2025-06-26,Ahmedabad,Secondary,5.88
I005483,P06710,B02815,108,83,2023-12-23,2025-08-19,Hyderabad,Secondary,3.69
I005484,P07486,B04364,876,122,2023-12-19,2026-05-27,Kolkata,Main,2.14
I005485,P08684,B04920,341,55,2023-05-22,2025-06-03,Pune,Secondary,2.75
I005486,P01670,B02413,451,189,2023-08-16,2025-02-05,Bangalore,Transit,1.97
I005487,P04730,B04670,355,149,2023-01-30,2024-12-02,Bangalore,Main,3.83
I005488,P04970,B04542,902,176,2023-05-17,2026-02-22,Ahmedabad,Secondary,4.86
I005489,P04954,B02013,451,167,2023-02-14,2026-01-24,Hyderabad,Transit,6.02
I005490,P06233,B03778,50,144,2023-07-25,2026-02-16,Hyderabad,Main,3.0
I005491,P00418,B03641,55,193,2023-11-16,2025-02-22,Kolkata,Secondary,6.76
I005492,P07170,B02330,685,73,2023-05-14,2024-05-21,Mumbai,Transit,5.85
I005493,P05504,B03963,417,196,2023-12-06,2026-01-27,Pune,Main,1.17
I005494,P08031,B01921,552,86,2023-10-27,2025-02-06,Chennai,Transit,4.33
I005495,P04967,B01449,120,178,2023-06-01,2025-08-26,Pune,Main,6.13
I005496,P01190,B02801,219,99,2023-10-06,2024-12-04,Hyderabad,Transit,6.38
I005497,P00743,B04899,702,178,2023-09-20,2025-02-03,Hyderabad,Transit,3.37
I005498,P06894,B02044,900,187,2023-07-30,2025-03-10,Pune,Main,2.73
I005499,P08653,B01298,593,129,2023-05-20,2024-09-27,Ahmedabad,Transit,3.62
I005500,P03057,B00633,120,130,2023-10-22,2025-10-17,Kolkata,Secondary,1.09
I005501,P04567,B01494,535,148,2023-08-30,2026-07-22,Chennai,Main,5.46
I005502,P07849,B02804,854,163,2023-02-08,2025-01-05,Hyderabad,Main,2.33
I005503,P05841,B03343,748,148,2023-02-03,2024-04-13,Chennai,Transit,4.33
I005504,P04387,B04513,679,196,2023-02-08,2024-04-09,Hyderabad,Transit,4.0
I005505,P06922,B01603,838,144,2023-12-29,2026-06-06,Chennai,Transit,5.61
I005506,P04764,B03298,38,91,2023-11-10,2025-11-15,Bangalore,Main,0.98
I005507,P02836,B04555,157,130,2023-09-11,2026-02-12,Pune,Secondary,7.38
I005508,P03360,B02278,938,155,2023-02-27,2025-02-06,Pune,Secondary,8.72
I005509,P02712,B00467,519,51,2023-11-07,2025-01-08,Chennai,Secondary,8.56
I005510,P07785,B01746,137,63,2023-06-28,2025-10-17,Kolkata,Main,6.84
I005511,P08803,B00893,639,148,2023-01-31,2024-10-28,Pune,Main,9.05
I005512,P04977,B01835,757,98,2023-01-04,2024-05-22,Pune,Secondary,0.44
I005513,P08701,B04705,391,66,2023-07-30,2025-10-08,Mumbai,Transit,1.48
I005514,P01174,B01599,910,91,2023-03-05,2024-05-24,Delhi,Secondary,0.7
I005515,P09336,B02176,265,132,2023-02-07,2025-10-01,Pune,Transit,6.23
I005516,P05117,B01528,569,72,2023-10-29,2026-08-19,Pune,Main,6.4
I005517,P03949,B01882,682,167,2023-01-29,2024-03-30,Bangalore,Secondary,2.73
I005518,P08962,B00783,472,50,2023-03-08,2024-05-04,Chennai,Transit,1.47
I005519,P01085,B02055,649,93,2023-04-12,2026-03-02,Hyderabad,Main,8.89
I005520,P06077,B04777,540,88,2023-10-17,2026-04-19,Mumbai,Transit,2.99
I005521,P09895,B00511,855,93,2023-02-08,2025-12-18,Hyderabad,Main,4.28
I005522,P07917,B04573,625,186,2023-01-03,2024-05-24,Mumbai,Secondary,5.0
I005523,P04618,B04755,664,145,2023-12-23,2025-06-07,Hyderabad,Secondary,9.13
I005524,P09072,B01771,556,98,2023-06-05,2025-06-27,Mumbai,Main,6.8
I005525,P04162,B03714,784,119,2023-05-11,2025-08-06,Bangalore,Main,0.37
I005526,P06459,B03568,999,61,2023-01-01,2025-08-11,Chennai,Transit,1.28
I005527,P02911,B01358,843,167,2023-09-09,2025-05-10,Pune,Main,5.59
I005528,P04857,B03822,110,68,2023-12-14,2026-12-01,Ahmedabad,Main,3.11
I005529,P00667,B02619,819,83,2023-07-27,2024-09-11,Kolkata,Secondary,5.95
I005530,P03048,B01240,78,116,2023-06-14,2026-04-15,Mumbai,Main,5.79
I005531,P05476,B04068,213,116,2023-10-02,2026-01-16,Bangalore,Secondary,4.94
I005532,P00277,B03026,621,179,2023-05-08,2025-04-19,Bangalore,Transit,8.3
I005533,P03737,B00859,320,92,2023-01-19,2025-10-06,Mumbai,Transit,5.71
I005534,P08202,B03821,179,198,2023-09-19,2026-07-29,Chennai,Secondary,2.39
I005535,P09212,B02829,104,153,2023-12-08,2025-09-19,Hyderabad,Main,3.56
I005536,P08146,B00349,958,153,2023-07-07,2025-07-02,Bangalore,Main,4.47
I005537,P09906,B02895,99,164,2023-04-12,2024-09-29,Chennai,Transit,7.25
I005538,P09629,B01730,350,187,2023-05-11,2025-11-20,Bangalore,Main,7.56
I005539,P03458,B00610,992,162,2023-01-14,2024-02-07,Pune,Secondary,2.32
I005540,P08027,B00617,593,85,2023-09-09,2025-07-08,Pune,Transit,2.67
I005541,P03767,B02313,241,50,2023-06-24,2026-01-29,Hyderabad,Secondary,2.96
I005542,P01608,B00908,608,126,2023-10-16,2026-10-14,Hyderabad,Secondary,0.89
I005543,P09997,B02644,884,74,2023-11-11,2025-01-31,Delhi,Transit,6.92
I005544,P01025,B02229,329,172,2023-09-23,2026-08-05,Ahmedabad,Main,8.96
I005545,P07812,B01691,374,156,2023-04-20,2025-09-23,Pune,Transit,1.05
I005546,P09262,B02843,95,141,2023-09-01,2024-11-22,Bangalore,Transit,9.33
I005547,P09321,B02542,810,109,2023-11-24,2026-08-21,Chennai,Main,1.88
I005548,P03872,B03371,187,102,2023-08-24,2025-10-12,Hyderabad,Secondary,4.28
I005549,P07017,B01376,68,110,2023-05-14,2024-12-11,Pune,Transit,8.9
I005550,P07681,B03727,472,191,2023-10-18,2025-04-24,Hyderabad,Main,5.97
I005551,P00253,B04048,211,155,2023-01-05,2025-07-09,Kolkata,Transit,8.08
I005552,P02873,B03579,644,189,2023-11-25,2026-09-17,Pune,Main,8.15
I005553,P05864,B00450,373,129,2023-06-27,2024-08-18,Mumbai,Secondary,3.71
I005554,P09291,B00194,224,164,2023-11-20,2026-10-02,Bangalore,Main,9.29
I005555,P03569,B03202,287,73,2023-12-08,2025-10-01,Hyderabad,Secondary,1.97
I005556,P06061,B04011,738,187,2023-01-22,2024-06-26,Ahmedabad,Main,4.26
I005557,P09260,B04499,821,142,2023-02-21,2025-08-22,Bangalore,Main,5.49
I005558,P08205,B01607,21,72,2023-10-31,2025-02-22,Pune,Main,5.12
I005559,P07675,B00442,704,60,2023-06-09,2025-06-06,Chennai,Main,4.96
I005560,P08475,B01444,822,94,2023-07-16,2025-06-01,Pune,Main,0.52
I005561,P06914,B00287,475,60,2023-04-30,2026-01-12,Bangalore,Main,1.43
I005562,P07023,B03474,309,163,2023-08-20,2025-09-12,Bangalore,Main,0.38
I005563,P01780,B00434,403,96,2023-07-11,2025-12-21,Chennai,Main,4.98
I005564,P09133,B02313,23,64,2023-04-21,2026-04-09,Ahmedabad,Secondary,5.29
I005565,P06537,B03940,484,112,2023-08-23,2024-11-21,Mumbai,Transit,1.6
I005566,P07765,B00052,299,154,2023-12-08,2025-11-30,Pune,Secondary,4.83
I005567,P06406,B02245,752,101,2023-10-04,2025-07-15,Ahmedabad,Secondary,7.43
I005568,P06303,B04648,492,74,2023-09-30,2026-09-09,Chennai,Main,1.12
I005569,P08104,B04938,163,170,2023-01-29,2024-10-26,Pune,Secondary,7.25
I005570,P03887,B01913,895,189,2023-07-12,2024-12-21,Chennai,Secondary,2.69
I005571,P08421,B01611,414,193,2023-01-27,2025-11-24,Hyderabad,Secondary,4.56
I005572,P04358,B01234,934,133,2023-10-15,2025-08-17,Ahmedabad,Secondary,4.27
I005573,P09930,B03504,715,75,2023-01-07,2025-04-14,Kolkata,Main,4.97
I005574,P01128,B01366,853,173,2023-02-10,2025-07-07,Ahmedabad,Transit,1.28
I005575,P06044,B02076,261,78,2023-06-26,2025-06-12,Hyderabad,Secondary,9.72
I005576,P00802,B02296,541,186,2023-07-15,2026-07-07,Pune,Main,1.89
I005577,P05304,B04617,951,197,2023-12-02,2024-12-05,Bangalore,Transit,1.43
I005578,P04513,B02340,367,111,2023-09-18,2026-08-03,Ahmedabad,Secondary,5.2
I005579,P01141,B04558,603,83,2023-01-25,2024-11-20,Hyderabad,Secondary,5.0
I005580,P04423,B03330,814,171,2023-11-14,2025-12-14,Pune,Main,8.92
I005581,P08096,B01609,543,177,2023-10-28,2025-03-29,Mumbai,Main,1.87
I005582,P00395,B04584,356,54,2023-10-06,2026-08-20,Mumbai,Transit,3.28
I005583,P07996,B00253,307,143,2023-07-07,2026-04-11,Pune,Transit,1.83
I005584,P00993,B04228,403,71,2023-08-05,2026-05-15,Chennai,Main,1.6
I005585,P01109,B00141,492,87,2023-05-16,2024-05-23,Kolkata,Secondary,5.87
I005586,P05113,B04872,86,88,2023-04-08,2025-03-17,Ahmedabad,Secondary,4.32
I005587,P09580,B01424,956,151,2023-09-13,2025-03-14,Chennai,Secondary,1.09
I005588,P00947,B04206,23,158,2023-09-22,2026-08-07,Bangalore,Secondary,0.69
I005589,P03269,B02072,572,60,2023-02-05,2025-04-24,Mumbai,Transit,8.37
I005590,P01558,B04396,984,55,2023-07-24,2025-03-27,Pune,Main,1.77
I005591,P07231,B01151,256,96,2023-09-30,2025-03-07,Ahmedabad,Main,7.55
I005592,P07218,B00788,919,81,2023-04-19,2026-03-26,Delhi,Transit,6.61
I005593,P07830,B02674,246,134,2023-06-29,2025-09-07,Kolkata,Secondary,4.73
I005594,P02013,B00852,22,135,2023-12-22,2026-01-02,Hyderabad,Secondary,5.12
I005595,P09611,B02559,421,147,2023-01-16,2025-01-25,Hyderabad,Main,9.71
I005596,P04544,B01745,198,149,2023-11-27,2026-07-08,Hyderabad,Secondary,5.05
I005597,P02075,B01567,400,181,2023-07-14,2024-07-13,Pune,Transit,3.11
I005598,P06622,B01830,996,137,2023-08-21,2026-04-16,Kolkata,Main,9.75
I005599,P08763,B01337,473,83,2023-11-01,2026-06-21,Ahmedabad,Main,5.69
I005600,P05729,B04193,468,174,2023-12-01,2025-10-17,Kolkata,Secondary,6.26
I005601,P05245,B04185,491,93,2023-06-16,2025-06-16,Mumbai,Transit,6.7
I005602,P01635,B04233,856,80,2023-07-17,2024-09-17,Mumbai,Main,3.95
I005603,P09336,B03024,254,196,2023-11-04,2025-11-06,Kolkata,Secondary,7.33
I005604,P04598,B02853,805,90,2023-12-28,2025-04-21,Kolkata,Secondary,6.79
I005605,P09380,B02939,822,139,2023-10-06,2026-02-12,Delhi,Secondary,0.61
I005606,P00745,B03383,278,86,2023-06-12,2025-09-20,Bangalore,Main,6.04
I005607,P09099,B00377,443,115,2023-12-16,2026-09-27,Ahmedabad,Main,6.32
I005608,P01973,B00418,900,152,2023-11-29,2026-05-09,Mumbai,Main,8.88
I005609,P03739,B04612,246,69,2023-07-11,2026-04-22,Ahmedabad,Transit,3.53
I005610,P00389,B00960,536,167,2023-04-04,2025-08-15,Pune,Transit,3.58
I005611,P05643,B02255,978,135,2023-10-14,2025-06-18,Bangalore,Main,6.33
I005612,P04304,B02846,125,135,2023-12-01,2026-03-17,Bangalore,Transit,2.5
I005613,P07875,B04094,773,103,2023-02-24,2025-10-27,Chennai,Main,0.64
I005614,P05368,B02762,25,112,2023-10-18,2026-03-19,Chennai,Secondary,9.13
I005615,P00794,B04670,840,178,2023-11-10,2026-02-07,Chennai,Main,2.76
I005616,P05994,B04883,254,79,2023-09-08,2024-10-02,Delhi,Transit,8.54
I005617,P09215,B02095,289,134,2023-09-03,2025-03-30,Hyderabad,Secondary,3.68
I005618,P08677,B03416,863,165,2023-07-17,2024-08-16,Delhi,Transit,8.74
I005619,P05910,B04166,673,89,2023-05-17,2026-02-18,Mumbai,Transit,7.21
I005620,P09048,B00637,1000,75,2023-02-19,2025-05-22,Bangalore,Main,7.76
I005621,P00419,B00414,892,127,2023-12-07,2025-12-24,Chennai,Transit,0.74
I005622,P00439,B02409,791,137,2023-02-07,2025-12-10,Chennai,Transit,1.16
I005623,P01169,B00583,833,111,2023-03-13,2024-06-29,Chennai,Secondary,3.58
I005624,P04866,B00901,80,54,2023-09-20,2025-06-15,Kolkata,Main,1.21
I005625,P07312,B04337,133,183,2023-07-10,2024-12-13,Ahmedabad,Transit,9.11
I005626,P06283,B00256,558,161,2023-05-03,2025-06-24,Delhi,Secondary,8.31
I005627,P01808,B02042,230,115,2023-04-05,2024-07-26,Chennai,Secondary,1.23
I005628,P08889,B03445,424,138,2023-05-20,2025-08-30,Bangalore,Secondary,2.62
I005629,P08725,B03617,85,70,2023-10-28,2025-06-17,Pune,Main,7.93
I005630,P01876,B04252,799,62,2023-03-15,2024-04-01,Bangalore,Secondary,3.37
I005631,P06217,B04670,947,67,2023-03-16,2024-10-02,Bangalore,Transit,8.57
I005632,P04438,B01878,411,55,2023-11-17,2025-07-22,Delhi,Main,1.58
I005633,P06719,B02993,268,124,2023-04-17,2025-03-11,Pune,Secondary,4.15
I005634,P01806,B01534,283,132,2023-11-01,2025-07-10,Bangalore,Main,2.57
I005635,P05658,B00806,799,98,2023-12-28,2025-10-01,Ahmedabad,Transit,6.2
I005636,P08863,B04536,344,129,2023-11-23,2026-02-14,Mumbai,Secondary,9.0
I005637,P08321,B02955,456,50,2023-08-20,2026-02-11,Bangalore,Transit,1.11
I005638,P08823,B00827,298,91,2023-10-26,2026-01-25,Chennai,Main,3.77
I005639,P09320,B02129,614,154,2023-09-07,2026-03-28,Hyderabad,Secondary,5.16
I005640,P08349,B01555,762,113,2023-08-27,2025-07-31,Bangalore,Transit,0.47
I005641,P07323,B03825,209,73,2023-05-10,2026-03-17,Kolkata,Secondary,6.39
I005642,P06991,B00307,663,102,2023-04-28,2024-10-24,Ahmedabad,Main,2.65
I005643,P01092,B01201,657,107,2023-10-25,2025-11-27,Delhi,Main,6.11
I005644,P08074,B02245,401,183,2023-11-19,2026-06-07,Mumbai,Main,7.08
I005645,P06364,B02602,721,145,2023-11-22,2026-10-19,Pune,Transit,9.81
I005646,P01295,B01508,327,108,2023-04-06,2025-02-15,Bangalore,Transit,7.55
I005647,P08795,B01169,377,182,2023-04-06,2025-08-17,Mumbai,Transit,0.64
I005648,P04380,B00190,257,152,2023-03-17,2025-08-15,Chennai,Transit,3.19
I005649,P03451,B04975,897,90,2023-03-09,2025-08-22,Delhi,Main,5.83
I005650,P08510,B04424,856,186,2023-09-03,2026-04-01,Hyderabad,Transit,3.51
I005651,P09805,B01461,585,51,2023-01-23,2025-02-27,Delhi,Secondary,5.98
I005652,P03462,B03873,226,107,2023-12-08,2025-01-21,Kolkata,Main,8.2
I005653,P08258,B04052,551,62,2023-08-15,2025-03-21,Mumbai,Secondary,1.91
I005654,P09096,B02728,572,189,2023-03-03,2025-11-13,Kolkata,Main,0.59
I005655,P00558,B00767,821,82,2023-08-12,2025-11-03,Bangalore,Main,2.22
I005656,P09029,B04745,761,108,2023-04-30,2024-10-13,Hyderabad,Secondary,8.85
I005657,P01182,B00714,716,96,2023-09-21,2025-03-25,Hyderabad,Secondary,4.44
I005658,P05221,B00095,577,117,2023-03-23,2025-07-03,Kolkata,Secondary,7.98
I005659,P05588,B01892,644,184,2023-11-17,2025-01-01,Pune,Secondary,2.68
I005660,P01522,B03598,475,51,2023-10-30,2026-05-28,Hyderabad,Secondary,6.19
I005661,P06873,B01194,317,184,2023-05-09,2025-01-22,Mumbai,Transit,3.78
I005662,P08008,B03563,114,94,2023-07-04,2025-04-07,Mumbai,Secondary,7.32
I005663,P03977,B01129,138,175,2023-03-21,2024-06-26,Ahmedabad,Secondary,4.27
I005664,P02239,B03917,225,195,2023-10-27,2026-05-25,Mumbai,Secondary,7.68
I005665,P07479,B02811,195,79,2023-08-18,2024-09-12,Pune,Secondary,0.7
I005666,P03394,B00812,488,147,2023-05-07,2024-10-24,Ahmedabad,Secondary,4.3
I005667,P04720,B00999,761,93,2023-02-10,2025-09-05,Ahmedabad,Main,6.18
I005668,P09179,B01038,475,102,2023-09-19,2026-02-28,Pune,Main,6.94
I005669,P07607,B01157,832,78,2023-04-22,2024-05-30,Ahmedabad,Main,0.36
I005670,P08815,B04857,526,160,2023-09-02,2026-04-01,Mumbai,Transit,3.88
I005671,P06303,B01962,22,171,2023-10-26,2026-03-02,Bangalore,Transit,4.82
I005672,P00986,B04040,888,70,2023-06-21,2025-02-14,Hyderabad,Transit,2.89
I005673,P07312,B01697,587,120,2023-12-19,2025-09-13,Pune,Transit,9.75
I005674,P09440,B01244,321,196,2023-06-11,2025-01-17,Delhi,Transit,9.81
I005675,P05004,B00838,769,97,2023-02-27,2024-03-24,Bangalore,Main,5.61
I005676,P00299,B00603,342,156,2023-01-21,2024-03-20,Bangalore,Transit,6.53
I005677,P00745,B01747,529,64,2023-03-13,2025-04-17,Kolkata,Transit,6.4
I005678,P00039,B01932,273,82,2023-04-16,2024-10-10,Kolkata,Transit,4.66
I005679,P05298,B01879,391,60,2023-06-12,2026-02-13,Chennai,Transit,7.02
I005680,P09294,B02011,180,130,2023-07-21,2025-11-08,Pune,Secondary,4.44
I005681,P05356,B04775,87,192,2023-08-16,2024-12-24,Ahmedabad,Secondary,1.83
I005682,P09260,B03358,140,131,2023-01-03,2025-11-23,Hyderabad,Main,5.07
I005683,P04824,B04941,204,157,2023-03-09,2025-07-27,Hyderabad,Main,6.82
I005684,P07710,B04192,677,197,2023-01-12,2025-11-30,Mumbai,Secondary,8.42
I005685,P01380,B00247,645,188,2023-07-05,2025-06-17,Mumbai,Transit,3.34
I005686,P08966,B00165,661,152,2023-05-16,2025-07-02,Chennai,Main,3.52
I005687,P02507,B00098,576,164,2023-02-16,2025-05-27,Chennai,Transit,2.09
I005688,P08100,B04787,644,130,2023-05-15,2024-08-27,Delhi,Secondary,7.98
I005689,P04957,B01537,222,58,2023-11-01,2024-11-18,Mumbai,Secondary,9.76
I005690,P00375,B03750,538,102,2023-04-20,2025-05-06,Delhi,Secondary,5.44
I005691,P03761,B01807,189,108,2023-09-16,2025-07-11,Kolkata,Transit,5.69
I005692,P08255,B04308,939,151,2023-01-24,2024-02-03,Ahmedabad,Secondary,7.9
I005693,P01944,B00142,509,122,2023-07-04,2025-02-08,Hyderabad,Main,7.61
I005694,P07429,B01522,960,180,2023-08-21,2025-12-12,Hyderabad,Main,9.68
I005695,P01526,B04904,959,162,2023-07-14,2025-04-11,Bangalore,Transit,4.86
I005696,P02269,B02902,767,104,2023-07-24,2026-02-05,Delhi,Secondary,2.26
